customer_id,amount_cad,debit_credit,cash_indicator,country,province,city,transaction_date,transaction_time,transaction_datetime
SYNCID0000000448,413.43,credit,True,CA,ON,HAMILTON,2023-01-11,14:50:20,2023-01-11 14:50:20
SYNCID0000000448,393.09,debit,True,OTHER,,OTHER,2023-01-02,13:05:22,2023-01-02 13:05:22
SYNCID0000000448,102.69,debit,True,,,,2023-01-13,16:53:18,2023-01-13 16:53:18
SYNCID0000000448,62.64,credit,False,CA,BC,VERNON,2022-11-20,20:53:40,2022-11-20 20:53:40
SYNCID0000000448,433.59,debit,True,,,,2022-12-01,16:31:01,2022-12-01 16:31:01
SYNCID0000000448,434.51,debit,True,CA,,OTHER,2022-11-30,21:09:10,2022-11-30 21:09:10
SYNCID0000000448,263.13,debit,True,CA,,OTHER,2022-12-31,16:20:17,2022-12-31 16:20:17
SYNCID0000000448,42.0,debit,True,CA,BC,RICHMOND,2022-11-28,09:40:14,2022-11-28 09:40:14
SYNCID0000000448,2524.32,credit,True,CA,ON,TORONTO,2022-11-04,00:22:33,2022-11-04 00:22:33
SYNCID0000000448,109.96,credit,True,CA,NS,HALIFAX,2022-11-17,14:56:17,2022-11-17 14:56:17
SYNCID0000000449,2698.2,credit,False,CA,,OTHER,2023-01-09,18:21:49,2023-01-09 18:21:49
SYNCID0000000449,1027.41,debit,True,CA,BC,VANCOUVER,2022-12-30,16:11:37,2022-12-30 16:11:37
SYNCID0000000453,1069.47,debit,True,CA,ON,MARKHAM,2022-12-09,17:11:34,2022-12-09 17:11:34
SYNCID0000000453,1052.6,debit,True,CA,SK,REGINA,2022-11-11,21:20:06,2022-11-11 21:20:06
SYNCID0000000454,21.09,debit,True,CA,AB,EDMONTON,2022-11-07,13:03:46,2022-11-07 13:03:46
SYNCID0000000456,2624.47,credit,False,CA,ON,BARRIE,2022-12-08,17:41:12,2022-12-08 17:41:12
SYNCID0000000456,1073.28,debit,True,CA,ON,NORTHYORK,2022-12-04,11:30:01,2022-12-04 11:30:01
SYNCID0000000456,317.49,debit,True,,,,2022-11-18,10:35:35,2022-11-18 10:35:35
SYNCID0000000456,4664.55,credit,True,CA,ON,BRAMPTON,2022-11-20,18:20:41,2022-11-20 18:20:41
SYNCID0000000464,417.17,debit,True,,,,2023-01-23,13:29:26,2023-01-23 13:29:26
SYNCID0000000464,388.17,credit,True,CA,ON,WESTHILL,2022-12-31,17:56:12,2022-12-31 17:56:12
SYNCID0000000464,182.6,debit,True,,,,2022-11-14,03:18:44,2022-11-14 03:18:44
SYNCID0000000464,513.62,debit,True,CA,NS,HALIFAX,2022-12-28,09:37:01,2022-12-28 09:37:01
SYNCID0000000464,2122.03,credit,False,CA,ON,BRAMPTON,2023-01-17,14:46:31,2023-01-17 14:46:31
SYNCID0000000464,213.98,credit,False,CA,ON,NORTHYORK,2022-12-14,16:13:43,2022-12-14 16:13:43
SYNCID0000000469,1998.75,credit,False,CA,ON,TORONTO,2022-12-21,07:08:58,2022-12-21 07:08:58
SYNCID0000000469,1853.38,credit,False,CA,ON,BRAMPTON,2022-11-02,17:51:03,2022-11-02 17:51:03
SYNCID0000000469,648.53,credit,False,OTHER,,OTHER,2022-11-01,15:45:51,2022-11-01 15:45:51
SYNCID0000000469,619.66,credit,True,CA,,OTHER,2022-11-01,21:06:03,2022-11-01 21:06:03
SYNCID0000000478,539.61,debit,True,CA,SK,SASKATOON,2023-01-31,17:38:22,2023-01-31 17:38:22
SYNCID0000000478,42.69,debit,True,OTHER,,OTHER,2022-12-25,13:39:07,2022-12-25 13:39:07
SYNCID0000000479,210.06,credit,True,CA,ON,NORTHYORK,2023-01-04,07:42:31,2023-01-04 07:42:31
SYNCID0000000480,210.31,debit,True,CA,,OTHER,2023-01-08,22:26:35,2023-01-08 22:26:35
SYNCID0000000480,234.8,debit,True,CA,,OTHER,2022-12-02,23:13:17,2022-12-02 23:13:17
SYNCID0000000480,831.0,credit,True,CA,,OTHER,2023-01-24,12:36:17,2023-01-24 12:36:17
SYNCID0000000481,1070.44,credit,True,CA,,OTHER,2022-12-22,13:43:41,2022-12-22 13:43:41
SYNCID0000000481,215.26,debit,True,,,,2023-01-25,23:37:10,2023-01-25 23:37:10
SYNCID0000000481,17.28,credit,False,CA,ON,BRANTFORD,2022-11-25,15:20:30,2022-11-25 15:20:30
SYNCID0000000481,433.49,debit,True,CA,,OTHER,2022-12-09,20:29:45,2022-12-09 20:29:45
SYNCID0000000481,20.92,debit,True,CA,,OTHER,2022-12-28,10:58:02,2022-12-28 10:58:02
SYNCID0000000481,309.16,debit,True,CA,,OTHER,2022-12-21,21:46:39,2022-12-21 21:46:39
SYNCID0000000483,1073.01,debit,True,CA,ON,RICHMONDHILL,2022-11-04,09:55:37,2022-11-04 09:55:37
SYNCID0000000486,194.02,debit,True,CA,ON,OTTAWA,2022-12-03,18:26:11,2022-12-03 18:26:11
SYNCID0000000486,633.19,debit,True,CA,ON,TORONTO,2022-12-29,14:45:38,2022-12-29 14:45:38
SYNCID0000000486,1038.96,debit,True,CA,QC,GATINEAU,2022-12-23,09:58:59,2022-12-23 09:58:59
SYNCID0000000486,1063.39,debit,True,CA,ON,WESTHILL,2022-11-14,10:50:37,2022-11-14 10:50:37
SYNCID0000000486,419.75,debit,True,,,,2022-11-04,17:46:32,2022-11-04 17:46:32
SYNCID0000000486,1048.98,debit,True,CA,ON,DOWNSVIEW,2022-11-03,18:47:36,2022-11-03 18:47:36
SYNCID0000000486,424.17,debit,True,,,,2022-11-24,02:44:43,2022-11-24 02:44:43
SYNCID0000000486,1068.42,debit,True,CA,ON,SCARBOROUGH,2023-01-04,15:38:24,2023-01-04 15:38:24
SYNCID0000000486,64.16,debit,True,,,,2022-12-04,06:18:18,2022-12-04 06:18:18
SYNCID0000000486,1030.95,debit,True,CA,ON,SCARBOROUGH,2022-12-04,01:30:14,2022-12-04 01:30:14
SYNCID0000000486,320.48,debit,True,OTHER,,OTHER,2022-11-14,22:10:11,2022-11-14 22:10:11
SYNCID0000000486,108.73,debit,True,CA,,OTHER,2023-01-17,10:09:33,2023-01-17 10:09:33
SYNCID0000000486,208.73,debit,True,CA,,OTHER,2023-01-27,08:47:57,2023-01-27 08:47:57
SYNCID0000000494,205.81,credit,True,CA,,OTHER,2023-01-25,14:54:45,2023-01-25 14:54:45
SYNCID0000000496,876.04,debit,True,CA,,OTHER,2023-01-04,10:38:46,2023-01-04 10:38:46
SYNCID0000000498,3609.61,credit,True,CA,,OTHER,2022-11-12,17:02:36,2022-11-12 17:02:36
SYNCID0000000503,106.29,debit,True,OTHER,,OTHER,2022-12-30,10:02:12,2022-12-30 10:02:12
SYNCID0000000503,216.76,debit,True,,,,2022-11-30,14:30:55,2022-11-30 14:30:55
SYNCID0000000503,103.72,debit,True,CA,,OTHER,2023-01-09,18:56:09,2023-01-09 18:56:09
SYNCID0000000503,1686.68,credit,False,CA,ON,BELLEVILLE,2023-01-09,14:30:26,2023-01-09 14:30:26
SYNCID0000000503,166.08,debit,True,,,,2022-11-21,20:26:32,2022-11-21 20:26:32
SYNCID0000000503,10150.32,credit,False,CA,ON,BRANTFORD,2022-12-03,12:31:26,2022-12-03 12:31:26
SYNCID0000000503,412.83,debit,True,CA,ON,TORONTO,2022-12-13,13:15:13,2022-12-13 13:15:13
SYNCID0000000503,30.99,debit,True,CA,ON,DOWNSVIEW,2022-11-13,12:48:07,2022-11-13 12:48:07
SYNCID0000000503,163.98,credit,True,CA,BC,VERNON,2023-01-15,16:36:31,2023-01-15 16:36:31
SYNCID0000000503,20.87,debit,True,CA,ON,MISSISSAUGA,2022-11-01,12:22:55,2022-11-01 12:22:55
SYNCID0000000503,756.83,debit,True,CA,ON,TORONTO,2023-01-29,08:42:30,2023-01-29 08:42:30
SYNCID0000000503,107.19,debit,True,CA,ON,DUNDAS,2022-11-06,12:30:29,2022-11-06 12:30:29
SYNCID0000000503,157.36,debit,True,CA,ON,BELLEVILLE,2022-12-22,16:05:15,2022-12-22 16:05:15
SYNCID0000000503,1077.67,debit,True,CA,ON,TORONTO,2023-01-24,12:30:49,2023-01-24 12:30:49
SYNCID0000000503,260.34,debit,True,OTHER,,OTHER,2023-01-09,19:02:06,2023-01-09 19:02:06
SYNCID0000000503,102.6,debit,True,,,,2022-11-04,14:47:59,2022-11-04 14:47:59
SYNCID0000000504,44.65,debit,True,,,,2022-12-29,09:08:26,2022-12-29 09:08:26
SYNCID0000000504,1062.3,debit,True,CA,ON,WESTHILL,2023-01-12,12:56:47,2023-01-12 12:56:47
SYNCID0000000513,1066.2,credit,True,CA,,OTHER,2022-11-06,09:43:39,2022-11-06 09:43:39
SYNCID0000000516,205.18,debit,True,,,,2022-12-12,01:26:42,2022-12-12 01:26:42
SYNCID0000000517,3001.75,credit,True,CA,,OTHER,2022-12-23,18:31:40,2022-12-23 18:31:40
SYNCID0000000517,27.06,debit,True,CA,,OTHER,2022-12-13,16:06:21,2022-12-13 16:06:21
SYNCID0000000519,224.22,debit,True,CA,ON,TORONTO,2022-12-28,15:43:24,2022-12-28 15:43:24
SYNCID0000000526,421.78,debit,True,OTHER,,OTHER,2022-12-29,17:11:55,2022-12-29 17:11:55
SYNCID0000000527,36.2,credit,False,CA,ON,PICKERING,2023-01-20,09:13:08,2023-01-20 09:13:08
SYNCID0000000527,1035.53,debit,True,CA,QC,COTESTLUC,2023-01-01,17:12:39,2023-01-01 17:12:39
SYNCID0000000527,1033.61,debit,True,CA,ON,OTTAWA,2022-12-03,13:04:40,2022-12-03 13:04:40
SYNCID0000000527,526.46,debit,True,CA,QC,COTESTLUC,2023-01-09,10:56:45,2023-01-09 10:56:45
SYNCID0000000527,436.32,debit,True,CA,,OTHER,2022-11-12,15:25:55,2022-11-12 15:25:55
SYNCID0000000527,314.73,credit,True,OTHER,,OTHER,2022-11-24,11:51:39,2022-11-24 11:51:39
SYNCID0000000527,1060.97,debit,True,CA,,OTHER,2023-01-24,00:32:26,2023-01-24 00:32:26
SYNCID0000000527,106.62,debit,True,CA,,OTHER,2022-11-24,18:19:23,2022-11-24 18:19:23
SYNCID0000000533,37476.68,credit,False,CA,,OTHER,2023-01-13,21:56:00,2023-01-13 21:56:00
SYNCID0000000533,177.45,debit,True,CA,ON,MARKHAM,2023-01-01,10:42:26,2023-01-01 10:42:26
SYNCID0000000544,2052.36,credit,True,CA,ON,WATERLOO,2022-11-01,17:26:42,2022-11-01 17:26:42
SYNCID0000000544,639.8,debit,True,CA,ON,STCATHARINES,2022-11-19,20:55:48,2022-11-19 20:55:48
SYNCID0000000544,530.51,debit,True,CA,ON,NORTHYORK,2022-12-02,09:40:21,2022-12-02 09:40:21
SYNCID0000000544,1028.11,debit,True,CA,ON,MISSISSAUGA,2022-11-24,15:42:15,2022-11-24 15:42:15
SYNCID0000000544,1037.66,debit,True,CA,ON,HAMILTON,2022-11-04,14:13:29,2022-11-04 14:13:29
SYNCID0000000544,1050.47,debit,True,CA,ON,KANATA,2022-12-13,15:25:54,2022-12-13 15:25:54
SYNCID0000000544,679.44,debit,True,CA,QC,MONTREAL,2022-12-07,19:25:56,2022-12-07 19:25:56
SYNCID0000000544,1069.26,debit,True,CA,AB,EDMONTON,2022-11-23,08:01:29,2022-11-23 08:01:29
SYNCID0000000544,525.22,debit,True,CA,ON,MARKHAM,2022-12-04,14:42:41,2022-12-04 14:42:41
SYNCID0000000544,309.85,debit,True,CA,ON,VAUGHAN,2022-11-09,08:35:36,2022-11-09 08:35:36
SYNCID0000000544,209.94,debit,True,CA,,OTHER,2022-11-19,17:59:30,2022-11-19 17:59:30
SYNCID0000000544,532.98,debit,True,CA,,OTHER,2022-11-01,14:12:48,2022-11-01 14:12:48
SYNCID0000000544,1050.93,debit,True,CA,ON,BRAMPTON,2023-01-31,18:26:44,2023-01-31 18:26:44
SYNCID0000000544,105.65,debit,True,,,,2022-11-22,11:34:45,2022-11-22 11:34:45
SYNCID0000000544,518.42,debit,True,CA,ON,KANATA,2022-11-07,18:15:00,2022-11-07 18:15:00
SYNCID0000000544,1041.59,debit,True,CA,ON,MISSISSAUGA,2022-11-19,21:09:05,2022-11-19 21:09:05
SYNCID0000000544,1039.11,debit,True,CA,ON,ORANGEVILLE,2023-01-10,16:14:42,2023-01-10 16:14:42
SYNCID0000000544,1051.64,debit,True,CA,ON,STCATHARINES,2022-11-08,15:32:30,2022-11-08 15:32:30
SYNCID0000000544,516.67,debit,True,CA,,OTHER,2023-01-20,21:16:29,2023-01-20 21:16:29
SYNCID0000000544,1026.63,debit,True,CA,ON,MISSISSAUGA,2022-11-04,14:43:32,2022-11-04 14:43:32
SYNCID0000000544,1082.13,debit,True,CA,ON,DUNDAS,2022-11-29,11:57:59,2022-11-29 11:57:59
SYNCID0000000544,1083.21,debit,True,CA,AB,EDMONTON,2022-12-03,17:32:28,2022-12-03 17:32:28
SYNCID0000000544,665.83,credit,True,CA,,OTHER,2022-12-31,16:33:27,2022-12-31 16:33:27
SYNCID0000000544,107.86,debit,True,,,,2022-12-19,17:16:49,2022-12-19 17:16:49
SYNCID0000000544,1042.69,debit,True,CA,ON,HAMILTON,2023-01-04,13:53:23,2023-01-04 13:53:23
SYNCID0000000544,21.14,debit,True,CA,ON,SCARBOROUGH,2023-01-27,19:10:16,2023-01-27 19:10:16
SYNCID0000000544,1055.86,debit,True,CA,ON,MISSISSAUGA,2023-01-10,20:15:10,2023-01-10 20:15:10
SYNCID0000000544,1029.76,debit,True,CA,ON,MILTON,2022-12-28,17:08:23,2022-12-28 17:08:23
SYNCID0000000545,2445.18,credit,False,CA,QC,STJEROME,2022-11-01,21:02:51,2022-11-01 21:02:51
SYNCID0000000545,1488.1,credit,False,CA,ON,SCARBOROUGH,2023-01-07,13:01:28,2023-01-07 13:01:28
SYNCID0000000545,2115.89,debit,False,CA,,OTHER,2022-12-18,17:48:32,2022-12-18 17:48:32
SYNCID0000000545,47.4,debit,True,,,,2022-11-18,22:25:16,2022-11-18 22:25:16
SYNCID0000000545,41.87,credit,True,CA,AB,CALGARY,2023-01-10,21:50:17,2023-01-10 21:50:17
SYNCID0000000545,528.0,debit,True,CA,QC,MONTREAL,2022-12-10,17:24:55,2022-12-10 17:24:55
SYNCID0000000545,1724.95,credit,False,CA,QC,MONTREAL,2022-12-02,10:19:41,2022-12-02 10:19:41
SYNCID0000000545,320.13,credit,False,CA,ON,PICKERING,2022-12-16,15:21:38,2022-12-16 15:21:38
SYNCID0000000545,212.08,debit,True,CA,ON,RICHMONDHILL,2022-12-13,17:53:06,2022-12-13 17:53:06
SYNCID0000000545,103.62,debit,True,CA,ON,STCATHARINES,2023-01-31,13:04:43,2023-01-31 13:04:43
SYNCID0000000545,24896.75,credit,False,CA,AB,EDMONTON,2022-11-01,14:09:49,2022-11-01 14:09:49
SYNCID0000000545,39041.02,credit,False,CA,ON,TORONTO,2023-01-09,14:51:05,2023-01-09 14:51:05
SYNCID0000000545,527.32,debit,True,CA,QC,MONTREAL,2022-11-20,20:50:19,2022-11-20 20:50:19
SYNCID0000000545,9299.21,credit,False,OTHER,,OTHER,2022-12-19,13:05:58,2022-12-19 13:05:58
SYNCID0000000545,270.03,debit,True,CA,ON,SCARBOROUGH,2023-01-07,11:22:07,2023-01-07 11:22:07
SYNCID0000000562,87.01,debit,True,CA,,OTHER,2022-12-13,10:13:47,2022-12-13 10:13:47
SYNCID0000000562,1927.62,credit,False,CA,QC,MONTREAL,2022-12-30,16:49:49,2022-12-30 16:49:49
SYNCID0000000562,753.93,debit,True,CA,ON,SCARBOROUGH,2022-12-20,12:12:52,2022-12-20 12:12:52
SYNCID0000000562,102.27,credit,False,OTHER,,OTHER,2023-01-27,08:11:37,2023-01-27 08:11:37
SYNCID0000000562,20.93,debit,True,CA,ON,SCARBOROUGH,2022-12-21,13:36:00,2022-12-21 13:36:00
SYNCID0000000562,55473.71,credit,False,CA,,OTHER,2022-11-19,20:01:37,2022-11-19 20:01:37
SYNCID0000000562,104.45,credit,False,CA,,OTHER,2022-11-18,19:54:38,2022-11-18 19:54:38
SYNCID0000000571,1060.79,debit,True,CA,ON,BRAMPTON,2022-12-22,09:35:51,2022-12-22 09:35:51
SYNCID0000000576,1439.23,credit,True,CA,ON,BRAMPTON,2023-01-21,06:39:34,2023-01-21 06:39:34
SYNCID0000000576,338.5,debit,True,CA,BC,VANCOUVER,2023-01-02,15:04:49,2023-01-02 15:04:49
SYNCID0000000576,173.1,credit,True,CA,NS,HALIFAX,2023-01-08,15:54:37,2023-01-08 15:54:37
SYNCID0000000576,429.08,credit,True,CA,NS,TRURO,2023-01-11,16:28:34,2023-01-11 16:28:34
SYNCID0000000576,857.57,debit,True,CA,NS,DARTMOUTH,2022-11-25,10:15:24,2022-11-25 10:15:24
SYNCID0000000576,315.79,credit,True,CA,MB,WINNIPEG,2023-01-27,12:12:39,2023-01-27 12:12:39
SYNCID0000000576,363.53,debit,True,CA,AB,CALGARY,2022-11-17,10:26:39,2022-11-17 10:26:39
SYNCID0000000576,877.16,credit,True,CA,MB,WINNIPEG,2022-12-19,14:56:56,2022-12-19 14:56:56
SYNCID0000000576,214.44,credit,True,CA,ON,PICKERING,2022-11-18,10:24:17,2022-11-18 10:24:17
SYNCID0000000576,45.31,credit,True,CA,ON,BARRIE,2022-11-06,15:28:10,2022-11-06 15:28:10
SYNCID0000000576,216.24,debit,True,CA,BC,VANCOUVER,2022-11-29,10:34:33,2022-11-29 10:34:33
SYNCID0000000584,821.23,credit,False,CA,,OTHER,2023-01-10,18:20:32,2023-01-10 18:20:32
SYNCID0000000584,9338.82,credit,False,OTHER,,OTHER,2023-01-02,11:06:20,2023-01-02 11:06:20
SYNCID0000000591,27.97,debit,True,CA,ON,SARNIA,2023-01-12,17:50:15,2023-01-12 17:50:15
SYNCID0000000591,3093.6,credit,False,OTHER,,OTHER,2023-01-19,11:49:42,2023-01-19 11:49:42
SYNCID0000000591,107.58,debit,True,CA,NS,DIGBY,2023-01-19,11:29:00,2023-01-19 11:29:00
SYNCID0000000591,317.68,debit,True,OTHER,,OTHER,2023-01-31,13:31:56,2023-01-31 13:31:56
SYNCID0000000591,88.25,debit,True,CA,,OTHER,2022-12-11,18:18:49,2022-12-11 18:18:49
SYNCID0000000591,2062.41,debit,False,CA,AB,CALGARY,2022-11-06,13:39:10,2022-11-06 13:39:10
SYNCID0000000591,126.83,debit,True,,,,2022-12-31,22:47:15,2022-12-31 22:47:15
SYNCID0000000591,1027.72,debit,True,CA,QC,MONTREAL,2023-01-23,10:31:20,2023-01-23 10:31:20
SYNCID0000000591,10747.14,credit,False,CA,,OTHER,2022-12-09,17:06:26,2022-12-09 17:06:26
SYNCID0000000591,3217.87,credit,False,CA,ON,HAMILTON,2022-12-17,08:21:54,2022-12-17 08:21:54
SYNCID0000000591,208.2,debit,True,,,,2023-01-27,15:09:56,2023-01-27 15:09:56
SYNCID0000000591,531.91,debit,True,CA,QC,LAVAL,2023-01-28,17:16:41,2023-01-28 17:16:41
SYNCID0000000592,1881.85,credit,True,CA,,OTHER,2023-01-05,13:42:22,2023-01-05 13:42:22
SYNCID0000000595,5896.81,credit,False,CA,SK,REGINA,2022-12-13,10:53:13,2022-12-13 10:53:13
SYNCID0000000601,64.57,debit,True,CA,ON,LONDON,2022-11-19,02:07:15,2022-11-19 02:07:15
SYNCID0000000601,1067.64,debit,True,CA,AB,CALGARY,2022-12-01,13:52:26,2022-12-01 13:52:26
SYNCID0000000601,1640.86,credit,False,CA,ON,TORONTO,2022-12-07,14:08:40,2022-12-07 14:08:40
SYNCID0000000601,1081.31,debit,True,CA,ON,TORONTO,2022-12-26,19:50:59,2022-12-26 19:50:59
SYNCID0000000601,542.04,debit,True,,,,2022-11-04,21:15:56,2022-11-04 21:15:56
SYNCID0000000601,60.89,debit,True,CA,ON,STCATHARINES,2022-11-27,17:34:25,2022-11-27 17:34:25
SYNCID0000000601,13211.33,credit,False,CA,ON,AJAX,2022-12-29,15:58:43,2022-12-29 15:58:43
SYNCID0000000601,340.33,debit,True,CA,ON,MARKHAM,2023-01-01,12:56:45,2023-01-01 12:56:45
SYNCID0000000614,45.58,debit,True,,,,2022-11-03,16:02:41,2022-11-03 16:02:41
SYNCID0000000615,148.67,debit,True,CA,AB,EDMONTON,2022-11-15,18:53:13,2022-11-15 18:53:13
SYNCID0000000615,539.34,debit,True,CA,,OTHER,2023-01-06,16:40:54,2023-01-06 16:40:54
SYNCID0000000615,44.34,debit,True,CA,,OTHER,2022-12-06,12:28:59,2022-12-06 12:28:59
SYNCID0000000615,327.22,debit,True,CA,ON,BRAMPTON,2022-12-07,11:44:27,2022-12-07 11:44:27
SYNCID0000000615,106.71,debit,True,CA,ON,MISSISSAUGA,2023-01-27,12:14:35,2023-01-27 12:14:35
SYNCID0000000615,270.09,debit,True,CA,,OTHER,2022-12-01,11:44:24,2022-12-01 11:44:24
SYNCID0000000615,206.54,debit,True,CA,,OTHER,2022-12-01,12:07:02,2022-12-01 12:07:02
SYNCID0000000615,28169.14,credit,False,CA,ON,TORONTO,2022-11-22,11:25:58,2022-11-22 11:25:58
SYNCID0000000615,206.04,debit,True,OTHER,,OTHER,2023-01-12,17:41:55,2023-01-12 17:41:55
SYNCID0000000615,1043.4,debit,True,CA,,OTHER,2022-12-16,10:04:52,2022-12-16 10:04:52
SYNCID0000000615,7217.43,credit,False,CA,,OTHER,2022-12-16,05:22:01,2022-12-16 05:22:01
SYNCID0000000632,8.47,credit,False,OTHER,,OTHER,2022-11-17,07:41:11,2022-11-17 07:41:11
SYNCID0000000632,41.93,credit,True,CA,,OTHER,2022-12-06,14:30:12,2022-12-06 14:30:12
SYNCID0000000632,151.77,credit,False,CA,,OTHER,2023-01-05,15:58:43,2023-01-05 15:58:43
SYNCID0000000632,6383.65,credit,False,CA,ON,STTHOMAS,2022-11-26,13:25:38,2022-11-26 13:25:38
SYNCID0000000632,108.97,debit,True,CA,,OTHER,2022-11-30,13:33:11,2022-11-30 13:33:11
SYNCID0000000632,105.86,credit,True,CA,MB,WINNIPEG,2022-11-30,15:51:51,2022-11-30 15:51:51
SYNCID0000000632,536.14,credit,True,OTHER,,OTHER,2023-01-23,14:36:00,2023-01-23 14:36:00
SYNCID0000000636,14776.01,credit,False,CA,,OTHER,2023-01-15,19:37:04,2023-01-15 19:37:04
SYNCID0000000636,1080.67,debit,True,CA,SK,SASKATOON,2022-12-04,15:54:55,2022-12-04 15:54:55
SYNCID0000000636,92.73,credit,False,CA,ON,OWENSOUND,2023-01-18,15:55:18,2023-01-18 15:55:18
SYNCID0000000636,12104.6,credit,False,CA,NS,HALIFAX,2022-11-02,11:52:06,2022-11-02 11:52:06
SYNCID0000000636,542.04,debit,True,CA,BC,BURNABY,2023-01-18,16:33:15,2023-01-18 16:33:15
SYNCID0000000636,1078.16,debit,True,CA,,OTHER,2022-11-07,14:35:42,2022-11-07 14:35:42
SYNCID0000000636,2055.77,credit,False,CA,,OTHER,2022-11-18,18:12:34,2022-11-18 18:12:34
SYNCID0000000636,528.77,debit,True,CA,ON,TORONTO,2022-12-13,08:48:25,2022-12-13 08:48:25
SYNCID0000000636,5992.11,credit,False,CA,ON,OWENSOUND,2022-11-05,17:40:50,2022-11-05 17:40:50
SYNCID0000000636,420.83,debit,True,OTHER,,OTHER,2023-01-29,09:45:06,2023-01-29 09:45:06
SYNCID0000000636,1041.09,debit,True,CA,BC,LANGLEY,2022-12-20,12:39:25,2022-12-20 12:39:25
SYNCID0000000636,435.82,debit,True,CA,,OTHER,2022-12-24,21:23:05,2022-12-24 21:23:05
SYNCID0000000636,708.13,credit,True,CA,ON,PICKERING,2023-01-12,19:07:42,2023-01-12 19:07:42
SYNCID0000000636,425.7,debit,True,CA,ON,MISSISSAUGA,2022-11-25,11:52:23,2022-11-25 11:52:23
SYNCID0000000636,214.72,debit,True,,,,2023-01-21,18:11:57,2023-01-21 18:11:57
SYNCID0000000649,1075.63,debit,True,CA,BC,KELOWNA,2022-12-16,19:27:51,2022-12-16 19:27:51
SYNCID0000000649,897.43,credit,True,CA,BC,VANCOUVER,2022-11-28,13:12:56,2022-11-28 13:12:56
SYNCID0000000649,212.96,debit,True,,,,2022-11-25,19:20:16,2022-11-25 19:20:16
SYNCID0000000649,433.33,debit,True,CA,MB,WINNIPEG,2022-12-19,13:38:29,2022-12-19 13:38:29
SYNCID0000000649,171.03,debit,True,CA,MB,WINNIPEG,2022-11-11,22:03:48,2022-11-11 22:03:48
SYNCID0000000649,107.95,credit,True,CA,ON,KITCHENER,2022-11-17,07:39:40,2022-11-17 07:39:40
SYNCID0000000649,1044.97,credit,True,CA,ON,MARKHAM,2022-12-01,13:54:17,2022-12-01 13:54:17
SYNCID0000000649,66.49,debit,False,CA,ON,SCARBOROUGH,2023-01-15,16:08:15,2023-01-15 16:08:15
SYNCID0000000649,768.97,credit,True,CA,,OTHER,2022-11-05,09:27:13,2022-11-05 09:27:13
SYNCID0000000649,2086.21,credit,False,CA,QC,MONTREAL,2022-12-20,10:02:18,2022-12-20 10:02:18
SYNCID0000000649,1043.9,debit,True,CA,,OTHER,2022-12-28,15:17:31,2022-12-28 15:17:31
SYNCID0000000649,220.13,credit,True,CA,ON,LONDON,2022-12-23,12:17:08,2022-12-23 12:17:08
SYNCID0000000649,1074.81,credit,True,CA,ON,MILTON,2023-01-17,19:23:51,2023-01-17 19:23:51
SYNCID0000000649,85.72,credit,True,CA,ON,BRAMPTON,2022-12-29,08:15:46,2022-12-29 08:15:46
SYNCID0000000649,106.55,credit,False,CA,ON,MISSISSAUGA,2023-01-20,15:13:30,2023-01-20 15:13:30
SYNCID0000000653,517.88,debit,True,CA,ON,MISSISSAUGA,2022-11-08,12:36:14,2022-11-08 12:36:14
SYNCID0000000654,523.4,debit,True,CA,QC,MONTREAL,2023-01-25,08:29:54,2023-01-25 08:29:54
SYNCID0000000660,20.66,debit,True,CA,,OTHER,2022-12-10,08:04:03,2022-12-10 08:04:03
SYNCID0000000660,552.5,debit,True,,,,2023-01-29,00:40:21,2023-01-29 00:40:21
SYNCID0000000660,364.48,debit,True,CA,BC,VANCOUVER,2022-12-05,12:01:50,2022-12-05 12:01:50
SYNCID0000000661,601.56,credit,False,CA,ON,OAKVILLE,2023-01-02,17:14:06,2023-01-02 17:14:06
SYNCID0000000665,413.26,debit,True,CA,,OTHER,2023-01-05,12:20:06,2023-01-05 12:20:06
SYNCID0000000665,9853.34,credit,False,CA,AB,EDMONTON,2022-12-05,13:22:33,2022-12-05 13:22:33
SYNCID0000000665,1031.85,credit,True,CA,ON,WOODBRIDGE,2023-01-19,09:12:11,2023-01-19 09:12:11
SYNCID0000000665,321.62,credit,False,CA,ON,NORTHYORK,2023-01-18,19:43:03,2023-01-18 19:43:03
SYNCID0000000666,620.48,debit,True,CA,AB,EDMONTON,2022-11-02,11:46:25,2022-11-02 11:46:25
SYNCID0000000666,320.08,debit,True,CA,ON,MISSISSAUGA,2023-01-22,19:15:11,2023-01-22 19:15:11
SYNCID0000000666,530.63,debit,True,,,,2023-01-27,00:57:13,2023-01-27 00:57:13
SYNCID0000000666,515.23,debit,True,CA,ON,OTTAWA,2022-12-29,08:37:28,2022-12-29 08:37:28
SYNCID0000000666,107.86,debit,True,,,,2022-12-12,22:24:35,2022-12-12 22:24:35
SYNCID0000000666,1062.94,debit,True,CA,SK,SASKATOON,2022-12-30,22:03:04,2022-12-30 22:03:04
SYNCID0000000666,424.87,debit,True,CA,AB,CALGARY,2022-12-16,23:10:02,2022-12-16 23:10:02
SYNCID0000000666,427.78,debit,False,OTHER,,OTHER,2022-11-06,13:42:37,2022-11-06 13:42:37
SYNCID0000000666,21.15,credit,True,CA,ON,TORONTO,2023-01-07,14:52:53,2023-01-07 14:52:53
